CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,area_total,tipo_suelo,riesgo_sismo,pct_afectacion_sismo,riesgo_inundacion,severidad_inundacion,pct_afectacion_inundacion,riesgo_laderas,pct_afectacion_laderas,ruse_emergencias,pob_total,imu_2020,fracturas_count,fracturas_longitud_m,suma_riesgos,riesgo_sismo_label,riesgo_inundacion_label,riesgo_laderas_label,tipo_suelo_label,riesgo_sismo_norm,riesgo_inundacion_norm,riesgo_laderas_norm,pct_afectacion_sismo_norm,pct_afectacion_inundacion_norm,pct_afectacion_laderas_norm,fracturas_count_norm,fracturas_longitud_m_norm,imu_2020_norm,ruse_emergencias_norm,pob_total_norm,tipo_suelo_norm,area_total_norm,severidad_inundacion_norm,indice_riesgo_compuesto,riesgo_general,riesgo_general_label,alto_riesgo,sismo_x_inundacion,fracturas_por_area,pob_densidad,log_pob,log_area,indice_x_pob,indice_x_area,imu_x_indice,sismo_x_suelo
0900700014043,09,007,0001,4043,220478.21962287635,3.0,4.0,90.20393591657526,5.0,100.0,75.061246703103,1.0,36.49378298100723,8.0,4417.0,121.169184294019,2.0,76.30500765411102,10.0,Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),0.8,1.0,0.2,0.9020393591657526,0.7506124670310299,0.3649378298100723,0.04173622704507506,1.0,0.4632527623230794,0.24615384615384617,0.4695725434749972,1.0,0.2624955860463243,1.0,0.6388169901369447,3,Medio,0,20.0,9.071190811595633,20033.724907408956,8.393442383980062,12.30355872735485,0.3083270114664137,0.18337908560375543,77.40493360805398,12.0
0900700014058,09,007,0001,4058,146374.31880718225,3.0,4.0,58.775685654461526,5.0,100.0,98.48755619309502,1.0,23.016934802566468,4.0,3227.0,120.386793654567,0.0,0.0,10.0,Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),0.8,1.0,0.2,0.5877568565446153,0.9848755619309502,0.2301693480256647,0.0,0.0,0.374537631028436,0.12307692307692308,0.3362514592496824,1.0,0.16268867134152012,1.0,0.5943628146903756,3,Medio,0,20.0,0.0,22046.217029716136,8.07961802938984,11.893929278914262,0.20958409036833764,0.11327241737929092,71.55343352807789,12.0
0900700014448,09,007,0001,4448,222494.77428248103,3.0,5.0,75.94807117285566,5.0,100.0,81.60535877637038,1.0,8.176322491261763,10.0,2475.0,123.775624574098,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.7594807117285566,0.8160535877637038,0.08176322491261763,0.0,0.0,0.7587965482518225,0.3076923076923077,0.2520014967812481,1.0,0.2652115847548041,1.0,0.6902367458893373,4,Medio-Alto,0,25.0,0.0,11123.856764643477,7.814399633804486,12.312663388419232,0.18667277998974044,0.199951903317819,85.4344843264457,15.0
090070001383A,09,007,0001,383A,293913.16705066105,3.0,4.0,63.74615364693937,5.0,100.0,83.30624030762941,1.0,35.37384523676299,23.0,3575.0,121.097425959223,0.0,0.0,10.0,Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),0.8,1.0,0.2,0.6374615364693937,0.8330624030762941,0.3537384523676299,0.0,0.0,0.45511609788474827,0.7076923076923077,0.37523947379624506,1.0,0.36140152019553506,1.0,0.6432911893502505,3,Medio,1,20.0,0.0,12163.456424474465,8.182000136293404,12.591043054888193,0.25129935004394316,0.2461695303588122,77.90090717256247,12.0
0901300010688,09,013,0001,0688,507920.0790599271,3.0,5.0,68.68064577489295,5.0,100.0,86.92122105524221,1.0,19.86804066193104,9.0,4942.0,119.930919865751,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.6868064577489296,0.8692122105524221,0.1986804066193104,0.0,0.0,0.32284618561834616,0.27692307692307694,0.5283906688685185,1.0,0.649636948803684,1.0,0.6604714412854472,4,Medio-Alto,0,25.0,0.0,9729.877206561305,8.505727713306959,13.138081358310352,0.35666829075372125,0.4367743001514667,79.21094749842203,15.0
0901500010521,09,015,0001,0521,295743.71590114816,3.0,5.0,80.51828022926297,5.0,100.0,100.0,1.0,30.88001544292629,32.5,8735.0,121.660051033204,6.0,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.8051828022926297,1.0,0.3088001544292629,0.12520868113522518,1.0,0.5189120519657461,1.0,0.9533376205211398,1.0,0.36386699678951284,1.0,0.7491415289519815,5,Alto,1,25.0,20.28783597892403,29535.7078793169,9.075207697984686,12.597251914905527,0.7150468508327114,0.2884609634224484,91.14059664339054,15.0
0901500010540,09,015,0001,0540,308746.5299339549,3.0,5.0,78.43844683975846,5.0,100.0,100.0,1.0,37.76711562084651,32.5,6835.0,118.47213657406,3.0,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.7843844683975846,1.0,0.3776711562084651,0.06260434056761259,1.0,0.15743501538317684,1.0,0.7404720238588723,1.0,0.3813798501860229,1.0,0.7200131593261074,5,Alto,1,25.0,9.716708397149407,22137.9006315054,8.82995804423548,12.640279166678411,0.5377577385121505,0.2894344157045316,85.30149734680302,15.0
090150001056A,09,015,0001,056A,232600.82609437284,3.0,5.0,86.04659713663685,5.0,100.0,100.0,1.0,25.109539379178763,32.5,7081.0,121.968257468102,5.0,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.8604659713663685,1.0,0.25109539379178764,0.10434056761268766,1.0,0.553859523163741,1.0,0.768032516900408,1.0,0.27882293098744665,1.0,0.7521813390093997,5,Alto,1,25.0,21.49605435180766,30442.712173030006,8.86531163267185,12.357083369828544,0.5820025199721969,0.22779356891881533,91.74224721900016,15.0
0901500010574,09,015,0001,0574,303717.58668048127,3.0,5.0,89.34911870505469,5.0,100.0,84.34110684328257,1.0,6.969970815636604,32.5,9151.5,122.145081617365,8.0,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.893491187050547,0.8434110684328258,0.06969970815636603,0.16694490818030025,1.0,0.5739095810592673,1.0,1.0,1.0,0.37460661281484736,1.0,0.7652165102440521,5,Alto,1,25.0,26.340259342361385,30131.610421452526,9.121782344994392,12.623856849952986,0.7652165102440521,0.30259512252979054,93.46743309871496,15.0
090150001063A,09,015,0001,063A,300678.60252399556,3.0,5.0,100.0,5.0,100.0,88.82845292965477,1.0,12.69008637708591,32.5,4292.0,121.647956235537,19.0,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,1.0,0.8882845292965478,0.1269008637708591,0.3964941569282131,1.0,0.5175406250737246,1.0,0.45556822790511126,1.0,0.3705135538914043,1.0,0.8053511547929182,5,Alto,1,25.0,63.19039612565617,14274.377903753488,8.36474106822456,12.613800533366877,0.37770498348589904,0.31527930186380027,97.9693220324881,15.0
0901500010644,09,015,0001,0644,506994.5812778741,3.0,5.0,99.40576656687979,5.0,100.0,74.73510269081137,1.0,39.12897285387064,32.5,8279.0,118.994856149048,27.0,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.9940576656687979,0.7473510269081137,0.3912897285387064,0.5634390651085134,1.0,0.21670609224296794,1.0,0.9022498773221956,1.0,0.6483904411681064,1.0,0.8148757776319292,5,Alto,1,25.0,53.25500704947735,16329.563087504554,9.021598247379305,13.136257567107084,0.7371858780543892,0.5379010319674704,96.96602593865505,15.0
0901500010659,09,015,0001,0659,314969.55141437746,3.0,5.0,80.38227157549001,5.0,100.0,100.0,1.0,20.460081275685877,32.5,4180.0,119.354131434409,5.0,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.8038227157549,1.0,0.20460081275685876,0.10434056761268766,1.0,0.2574442510405289,1.0,0.4430203611544934,1.0,0.38976133304004235,1.0,0.7328291149543216,5,Alto,1,25.0,15.874550341604113,13271.12408558104,8.338305731356565,12.660234425864129,0.33472389231372607,0.3005238462845635,87.46618250521972,15.0
0901500010729,09,015,0001,0729,194943.59568824308,3.0,5.0,74.82307249255012,5.0,100.0,72.12942369335435,1.0,20.602954555455373,32.5,359.0,125.9028301600822,2.0,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.7482307249255012,0.7212942369335436,0.20602954555455372,0.04173622704507506,1.0,1.0,1.0,0.014936442814217629,1.0,0.22810425164947898,1.0,0.7561188920508015,5,Alto,1,25.0,10.259377810997352,1841.5583170740247,5.886104031450156,12.180470672499144,0.0296614415392272,0.1919140245240496,95.19750844670159,15.0
0901500010771,09,015,0001,0771,394124.94952970213,3.0,5.0,92.61639290871804,5.0,100.0,89.86495683127927,1.0,31.285445355289077,32.5,947.0,117.594822430624,42.0,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.9261639290871804,0.8986495683127927,0.31285445355289077,0.8764607679465763,1.0,0.05795652535920904,1.0,0.08081274325496145,1.0,0.49637186205618655,1.0,0.8484600557869213,5,Alto,1,25.0,106.56518966920866,2402.791300398586,6.854354502255021,12.88442580605398,0.08779890431407032,0.43538451694466473,99.77450959974036,15.0
0901500010786,09,015,0001,0786,184156.56934065718,3.0,5.0,70.39421812799695,5.0,100.0,72.62352492187493,1.0,26.55977881900661,32.5,2006.0,119.054772484445,47.92,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.7039421812799695,0.7262352492187493,0.2655977881900661,1.0,1.0,0.22349999453857952,1.0,0.19945730476303578,1.0,0.21357573416603812,1.0,0.8574903742293264,5,Alto,1,25.0,260.2133617691175,10892.904918799033,7.604396348796338,12.12354702524055,0.18796106547604532,0.2056004783594647,102.08832141147406,15.0
0901500010790,09,015,0001,0790,341444.45049645554,3.0,5.0,100.0,4.0,86.0,64.77969067579494,1.0,25.45635706703651,29.0,2984.0,124.160521143321,18.0,76.30500765411102,10.0,Muy Alto,Alto,Muy Bajo,Arenoso (Zona III),1.0,0.8,0.2,1.0,0.6477969067579494,0.2545635706703651,0.37562604340567557,1.0,0.80243989973337,0.8923076923076924,0.309027069781824,1.0,0.42541907798217704,0.86,0.7689274399590582,5,Alto,1,20.0,52.717213514023285,8739.342506991416,8.001355025826703,12.74094321023093,0.2507216828757941,0.34183227806059685,95.47043166671634,15.0
0901500010803,09,015,0001,0803,331621.11594769236,3.0,5.0,98.27091189895924,5.0,100.0,78.10388638124937,1.0,20.389826979541713,32.5,974.0,122.255318396277,24.0,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.9827091189895925,0.7810388638124937,0.20389826979541714,0.5008347245409007,1.0,0.5864093092277017,1.0,0.08383767541805683,1.0,0.4121885097849153,1.0,0.8230624036616877,5,Alto,1,25.0,72.37174849802265,2937.0867932114193,6.882437470997847,12.711751394674572,0.08759905820537439,0.3553714971526257,100.6237562196647,15.0
0901500010841,09,015,0001,0841,269765.1517434749,3.0,5.0,80.5767164606396,5.0,100.0,79.18972037492848,1.0,18.141788524363086,32.5,1803.0,124.120062443503,31.0,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.805767164606396,0.7918972037492849,0.18141788524363087,0.6469115191986634,1.0,0.7978522951719469,1.0,0.17671429627754087,1.0,0.3288777410486186,1.0,0.8413907158069085,5,Alto,1,25.0,114.91476864097896,6683.591221280163,7.4977617006225685,12.505310758041372,0.16576817577444747,0.2955229502180464,104.43346818533718,15.0
0901500010856,09,015,0001,0856,362555.556890673,3.0,5.0,69.94931039606163,5.0,100.0,81.68942865548063,1.0,31.65964393988384,32.5,2963.0,123.214465443406,47.92,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.6994931039606164,0.8168942865548062,0.3165964393988384,1.0,1.0,0.6951668172118424,1.0,0.30667434476608313,1.0,0.4538525932495065,1.0,0.8807177891774415,5,Alto,1,25.0,132.17284658651656,8172.540576708026,7.994294986415977,12.80093576011592,0.2851518121983018,0.41573729483701727,108.51717159999679,15.0
090150001088A,09,015,0001,088A,215394.58759970882,3.0,5.0,97.74534775456485,5.0,100.0,78.72393606365995,1.0,25.742319323588656,32.5,2011.0,120.265931207573,21.0,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.9774534775456485,0.7872393606365995,0.2574231932358866,0.4382303839732882,1.0,0.3608330603025205,1.0,0.20001747738583123,1.0,0.25564869104967874,1.0,0.8019724888147713,5,Alto,1,25.0,97.49548600091374,9336.35344513512,7.606884531219629,12.280231558813593,0.17622976288111294,0.22490644860946624,96.4499681701634,15.0
0901400010878,09,014,0001,0878,280347.6726638048,3.0,4.0,68.32974957664737,5.0,100.0,93.80848714697663,1.0,18.902148022995657,30.0,5681.0,124.570785739978,0.0,0.0,10.0,Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),0.8,1.0,0.2,0.6832974957664737,0.9380848714697663,0.18902148022995657,0.0,0.0,0.8489597271989215,0.9230769230769231,0.6111841825176846,1.0,0.34313082018792196,1.0,0.6817271706366486,4,Medio-Alto,1,20.0,0.0,20264.123992970333,8.645058562414134,12.543789366972408,0.4231975147666285,0.24883714498302065,84.92328930649937,12.0
090140001051A,09,014,0001,051A,180622.60531363523,3.0,5.0,95.90569553015375,5.0,100.0,72.47890447979393,1.0,30.34865554035053,12.0,2793.0,123.010657831778,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.9590569553015375,0.7247890447979393,0.30348655540350533,0.0,0.0,0.6720571094613902,0.36923076923076925,0.28762847559103816,1.0,0.20881601109704515,1.0,0.7061735657433464,5,Alto,0,25.0,0.0,15463.180785983026,7.935229539816907,12.10417061637202,0.2155212554358484,0.16607000936939295,86.86687486550137,15.0
0901400010524,09,014,0001,0524,190231.09326816152,3.0,5.0,67.77090815212631,5.0,100.0,85.92059901020866,1.0,18.424843588772156,14.0,2763.0,121.813354287356,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.6777090815212631,0.8592059901020866,0.18424843588772155,0.0,0.0,0.5362950798730294,0.4307692307692308,0.2842674398542655,1.0,0.22175721293883055,1.0,0.6811853266691988,4,Medio-Alto,0,25.0,0.0,14524.439472705466,7.92443418488756,12.156000149182008,0.2056619196401679,0.16871528872006675,82.97746953290346,15.0
0901400010670,09,014,0001,0670,324426.51155114226,3.0,4.0,64.342250916657,5.0,100.0,98.51559266925031,1.0,13.819379402850782,21.0,6796.0,124.301534971087,0.0,0.0,10.0,Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),0.8,1.0,0.2,0.64342250916657,0.9851559266925031,0.13819379402850782,0.0,0.0,0.8184294318338333,0.6461538461538462,0.7361026774010679,1.0,0.40249844948529323,1.0,0.6576260415557866,4,Medio-Alto,1,20.0,0.0,20947.73317848497,8.824236617346639,12.689817405121715,0.4883600041974677,0.2777812902043305,81.74392640234412,12.0
0901400010115,09,014,0001,0115,316719.54218733415,3.0,5.0,86.23792218680659,5.0,100.0,81.05352154449079,1.0,14.595778200591308,18.0,5163.0,124.741525824375,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.8623792218680658,0.8105352154449079,0.14595778200591308,0.0,0.0,0.8683199140937281,0.5538461538461539,0.553150298796077,1.0,0.39211830990479724,1.0,0.7211755642233626,5,Alto,1,25.0,0.0,16301.488579906365,8.549466751966532,12.66577509366076,0.4068654797667291,0.29738805144152564,89.9605402684768,15.0
0900700013844,09,007,0001,3844,51169.164884131926,3.0,4.0,65.46913205870204,5.0,100.0,73.8201372135786,1.0,7.211917757956964,8.0,1550.0,122.713333163058,0.0,0.0,10.0,Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),0.8,1.0,0.2,0.6546913205870204,0.7382013721357861,0.07211917757956965,0.0,0.0,0.6383435197370718,0.24615384615384617,0.1483695615640916,1.0,0.03446151227888648,1.0,0.6215232508645845,3,Medio,0,20.0,0.0,30291.680614874967,7.346655163176538,10.842911924075203,0.10526810237011484,0.041406961295451024,76.26918975193263,12.0
090070001561A,09,007,0001,561A,29348.42397118051,3.0,5.0,76.07251560668142,5.0,100.0,78.26792406967135,1.0,13.849070155436978,1.0,1261.0,125.035062285689,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.7607251560668142,0.7826792406967136,0.1384907015543698,0.0,0.0,0.9016039596741753,0.03076923076923077,0.11599158396651511,1.0,0.005072225033250229,1.0,0.6780920566229002,4,Medio-Alto,0,25.0,0.0,42966.532078120224,7.140453043101158,10.287028198868773,0.093435402218377,0.025910816138894156,84.78528253527527,15.0
0900700010765,09,007,0001,0765,182418.3352013777,3.0,5.0,89.7911020694613,5.0,100.0,95.35985482959342,1.0,31.899845529348248,8.0,3454.0,119.467032746998,7.0,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.897911020694613,0.9535985482959342,0.3189984552934825,0.14607679465776272,1.0,0.2702461101945269,0.24615384615384617,0.3616832963245954,1.0,0.21123459173539152,1.0,0.6944874755947291,5,Alto,0,25.0,38.373335620415936,18934.500176130947,8.14757773620177,12.114063355397818,0.2621165645745719,0.1649455325071258,82.96835798925548,15.0
0900700015681,09,007,0001,5681,180300.75509971846,3.0,5.0,72.84504243015365,5.0,100.0,85.46232303351317,1.0,11.47029491367451,14.0,6838.0,121.406873132567,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.7284504243015365,0.8546232303351318,0.1147029491367451,0.0,0.0,0.4902042561878655,0.4307692307692308,0.7408081274325496,1.0,0.20838252680681854,1.0,0.6829400929073625,4,Medio-Alto,0,25.0,0.0,37925.52059040533,8.830396801098095,12.102387143474138,0.510292777719559,0.16032003765495817,82.91362121674767,15.0
0900700014128,09,007,0001,4128,152210.94105035393,3.0,4.0,65.54886201542794,5.0,100.0,77.66051391956489,1.0,20.857414475821894,2.0,1861.0,123.823460424124,0.0,0.0,10.0,Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),0.8,1.0,0.2,0.6554886201542794,0.7766051391956489,0.20857414475821895,0.0,0.0,0.7642206465240348,0.06153846153846154,0.183212298701968,1.0,0.17054973198712958,1.0,0.6149578142462364,3,Medio,0,20.0,0.0,12226.453546360704,7.529406457837013,11.933029177642002,0.12505452574028803,0.12187057123990501,76.14620457482465,12.0
0900700015696,09,007,0001,5696,203060.67928192092,3.0,5.0,85.16870094916491,5.0,100.0,88.80451114392632,1.0,13.398851175771794,2.0,1765.0,118.922941185126,2.0,76.30500765411102,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.8516870094916491,0.8880451114392632,0.13398851175771795,0.04173622704507506,1.0,0.20855166765673033,0.06153846153846154,0.17245698434429554,1.0,0.23903675400048066,1.0,0.6591306705066221,4,Medio-Alto,0,25.0,9.8492726758945,8691.983136476896,7.476472381163905,12.221265050701453,0.12712294524877757,0.17426292789189796,78.38575796197169,15.0
0900700015910,09,007,0001,5910,110284.7065603011,3.0,4.0,71.2982321304581,5.0,100.0,71.13092229150638,1.0,15.55075337715624,3.0,3698.0,123.030277835794,0.0,0.0,10.0,Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),0.8,1.0,0.2,0.7129823213045811,0.7113092229150638,0.1555075337715624,0.0,0.0,0.674281818122909,0.09230769230769231,0.38901972031701293,1.0,0.11408134012676342,1.0,0.6172142150720503,3,Medio,0,20.0,0.0,33531.39447288659,8.215817791832453,11.610829609902513,0.24940809346407058,0.08862553361018684,75.93603636451586,12.0
0900700015766,09,007,0001,5766,118044.73439559489,3.0,5.0,89.42154475132529,4.0,86.0,73.11899107486587,1.0,3.204983850583872,3.0,2047.0,122.286655346222,0.0,0.0,10.0,Muy Alto,Alto,Muy Bajo,Arenoso (Zona III),1.0,0.8,0.2,0.8942154475132529,0.7311899107486588,0.03204983850583872,0.0,0.0,0.5899626002418831,0.09230769230769231,0.20405072026995838,1.0,0.12453294156391807,0.86,0.6374969042746927,3,Medio,0,20.0,0.0,17340.883610615238,7.6246189861593985,11.678827407981906,0.1425947837021577,0.09797885295203686,77.95736421732283,15.0
0901400010153,09,014,0001,0153,149426.9583650497,3.0,5.0,71.67186518267596,5.0,100.0,87.00435917807232,1.0,16.712903809489276,4.0,2901.0,122.938707713444,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.7167186518267595,0.8700435917807232,0.16712903809489277,0.0,0.0,0.6638986987228148,0.12307692307692308,0.29972820424341967,1.0,0.16680012205629902,1.0,0.6691478116976662,4,Medio-Alto,0,25.0,0.0,19414.167508602186,7.973155433444133,11.914569671823722,0.21211799177565752,0.13018431722856233,82.26416723939006,15.0
090140001101A,09,014,0001,101A,317101.2153305274,3.0,4.0,54.851797501550685,5.0,100.0,83.11485449751807,1.0,20.255885410857285,13.0,4333.0,123.772069815129,0.0,0.0,10.0,Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),0.8,1.0,0.2,0.5485179750155068,0.8311485449751806,0.20255885410857286,0.0,0.0,0.7583934747834631,0.4,0.46016164341203386,1.0,0.39263236676858565,1.0,0.6298011117404138,3,Medio,0,20.0,0.0,13664.40679037934,8.374246182096304,12.666979446722557,0.29819463663565676,0.260021333247358,77.95178717198036,12.0
0901400010990,09,014,0001,0990,382137.92640897835,3.0,4.0,84.23986464768149,5.0,100.0,79.07723844422408,1.0,28.865975869053344,32.5,5697.0,124.952290002721,0.0,0.0,10.0,Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),0.8,1.0,0.2,0.8423986464768148,0.7907723844422407,0.28865975869053345,0.0,0.0,0.8922184256700796,1.0,0.6129767349106301,1.0,0.48022712768990583,1.0,0.7020028130016491,5,Alto,1,20.0,0.0,14908.229741904384,8.647870515057853,12.853539503171449,0.43701142169812546,0.34927431244316187,87.71685907290798,12.0
0901400010312,09,014,0001,0312,153845.57224560465,3.0,5.0,86.32772108768476,5.0,100.0,74.13777174505427,1.0,21.23739010044255,7.0,2167.0,123.482728606104,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.8632772108768476,0.7413777174505427,0.2123739010044255,0.0,0.0,0.7255851280916081,0.2153846153846154,0.21749486321704897,1.0,0.1727513366865093,1.0,0.6904183563516514,4,Medio-Alto,0,25.0,0.0,14085.553249075785,7.681560362559536,11.943711100655415,0.16348539345615784,0.1382945235583514,85.25474252204337,15.0
0901400010045,09,014,0001,0045,268035.87536190305,3.0,5.0,77.74983510756952,5.0,100.0,90.58287383659416,1.0,9.250779223614607,15.0,3480.0,125.22766880675,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.7774983510756952,0.9058287383659416,0.09250779223614608,0.0,0.0,0.9234435778169741,0.46153846153846156,0.3645961939631317,1.0,0.3265486633831144,1.0,0.7106797392845967,5,Alto,0,25.0,0.0,12983.336634699706,8.15507488781144,12.498879844661687,0.27024700789055306,0.24801303783203865,88.99676701879892,15.0
0901400010168,09,014,0001,0168,139671.24851841063,3.0,5.0,98.23927830514137,5.0,100.0,95.01756357480676,1.0,29.56974099035157,14.0,1670.0,124.205008444911,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.9823927830514136,0.9501756357480676,0.2956974099035157,0.0,0.0,0.8074843067117883,0.4307692307692308,0.16181370451118215,1.0,0.1536606342583488,1.0,0.7191194841335488,5,Alto,0,25.0,0.0,11956.648327517962,7.421177528595393,11.847053874963178,0.13122761716691542,0.1307722880837716,89.31824159970746,15.0
0901400010435,09,014,0001,0435,306848.5843048658,3.0,5.0,87.14945320454824,5.0,100.0,79.6196293913317,1.0,24.0957372638396,16.0,5570.0,124.823723120135,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.8714945320454823,0.796196293913317,0.24095737263839598,0.0,0.0,0.8776402504036311,0.49230769230769234,0.5987483502916259,1.0,0.37882360017176275,1.0,0.7180631135453587,5,Alto,0,25.0,0.0,18152.275372618282,8.625329850020815,12.6341129530986,0.4370443689501883,0.28687611650794914,89.63131126796792,15.0
0900700010337,09,007,0001,0337,239394.97606709288,3.0,5.0,96.46831984318659,5.0,100.0,89.25921503806318,1.0,22.6592831743232,6.0,5329.0,119.354108051937,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.9646831984318659,0.8925921503806318,0.226592831743232,0.0,0.0,0.2574415997063126,0.18461538461538463,0.5717480298728856,1.0,0.28797363883622035,1.0,0.6729698127829419,4,Medio-Alto,0,25.0,0.0,22260.283350752077,8.58110651715989,12.385874263556612,0.391876318889832,0.2097578713313369,80.32171175058706,15.0
0900700010553,09,007,0001,0553,342444.0353051228,3.0,5.0,87.36306549878049,5.0,100.0,65.81761049865871,1.0,22.596057150828006,16.0,5795.0,119.871326889078,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,0.8736306549878049,0.6581761049865871,0.22596057150828006,0.0,0.0,0.31608894890921874,0.49230769230769234,0.6239561183174207,1.0,0.42676536980542396,1.0,0.6901564383060238,4,Medio-Alto,0,25.0,0.0,16922.473170941837,8.664923303440572,12.74386644294503,0.4370274337522163,0.3077122608769323,82.72996802078318,15.0
0900700010568,09,007,0001,0568,375062.16493784665,3.0,5.0,100.0,5.0,100.0,81.47873056109424,1.0,18.147333395444022,17.0,5839.0,121.746915533235,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,1.0,0.8147873056109424,0.1814733339544402,0.0,0.0,0.5287616017130322,0.5230769230769231,0.6288856373980206,1.0,0.47069713110609285,1.0,0.7130534647010363,5,Alto,1,25.0,0.0,15568.085895754399,8.672486075822272,12.834849730602409,0.45495483586180957,0.34820339557701857,86.81205993763763,15.0
0900700010572,09,007,0001,0572,435471.0602902147,3.0,5.0,100.0,5.0,100.0,88.1940952112241,1.0,26.682707937420368,27.0,5325.0,120.617937823173,0.0,0.0,11.0,Muy Alto,Muy Alto,Muy Bajo,Arenoso (Zona III),1.0,1.0,0.2,1.0,0.881940952112241,0.2668270793742037,0.0,0.0,0.40074702596730516,0.8307692307692308,0.5712998917746492,1.0,0.5520589136773059,1.0,0.7281911974522114,5,Alto,1,25.0,0.0,12228.137494260158,8.580355766373877,12.984185917740673,0.4237139404942387,0.4128690946058131,87.83292057767272,15.0
